,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
4880,Q,309,2012-13,3.0,3.0,3.0,3.0,3.0
4881,X,252,2012-13,3.0,2.0,3.0,3.0,3.0
4882,Q,499,2012-13,3.0,2.0,3.0,3.0,3.0
4883,X,498,2012-13,3.0,3.0,3.0,4.0,3.0
4884,Q,073,2012-13,4.0,4.0,4.0,3.0,4.0
4885,M,333,2012-13,3.0,3.0,3.0,3.0,3.0
4886,K,620,2012-13,3.0,2.0,2.0,4.0,2.0
4887,M,200,2012-13,2.0,2.0,2.0,2.0,2.0
4888,X,243,2012-13,2.0,2.0,2.0,2.0,2.0
4889,K,073,2012-13,2.0,2.0,2.0,3.0,3.0
4890,Q,095,2012-13,3.0,4.0,3.0,3.0,3.0
4891,K,328,2012-13,2.0,1.0,2.0,1.0,2.0
4892,K,361,2012-13,2.0,2.0,2.0,2.0,2.0
4893,X,085,2012-13,3.0,3.0,3.0,3.0,3.0
4894,M,438,2012-13,3.0,3.0,3.0,3.0,3.0
4895,M,570,2012-13,3.0,3.0,3.0,3.0,4.0
4896,M,133,2012-13,2.0,2.0,2.0,2.0,2.0
4897,R,011,2012-13,3.0,2.0,3.0,3.0,2.0
4898,K,502,2012-13,3.0,3.0,3.0,3.0,3.0
4899,K,589,2012-13,3.0,3.0,3.0,3.0,4.0
4900,Q,445,2012-13,2.0,2.0,2.0,3.0,2.0
4901,X,376,2012-13,2.0,2.0,2.0,2.0,2.0
4902,M,267,2012-13,4.0,4.0,4.0,4.0,4.0
4903,K,305,2012-13,2.0,2.0,2.0,2.0,2.0
4904,R,027,2012-13,4.0,4.0,3.0,3.0,2.0
4905,K,628,2012-13,3.0,3.0,3.0,3.0,3.0
4906,X,328,2012-13,2.0,2.0,2.0,2.0,3.0
4907,R,056,2012-13,2.0,2.0,3.0,2.0,3.0
4908,K,495,2012-13,2.0,2.0,2.0,2.0,1.0
4909,M,173,2012-13,2.0,2.0,3.0,2.0,2.0
4910,M,123,2012-13,2.0,2.0,2.0,2.0,2.0
4911,K,215,2012-13,3.0,2.0,3.0,4.0,3.0
4912,Q,326,2012-13,3.0,3.0,3.0,3.0,2.0
4913,X,160,2012-13,3.0,2.0,3.0,3.0,3.0
4914,Q,128,2012-13,4.0,4.0,3.0,3.0,3.0
4915,Q,111,2012-13,3.0,3.0,3.0,3.0,3.0
4916,X,140,2012-13,2.0,2.0,2.0,3.0,3.0
4917,X,031,2012-13,2.0,1.0,2.0,2.0,2.0
4918,K,285,2012-13,3.0,2.0,3.0,3.0,3.0
4919,K,156,2012-13,3.0,3.0,3.0,3.0,3.0
4920,X,087,2012-13,2.0,2.0,2.0,2.0,2.0
4921,X,218,2012-13,2.0,2.0,3.0,3.0,3.0
4922,K,971,2012-13,3.0,2.0,3.0,3.0,3.0
4923,X,691,2012-13,3.0,3.0,3.0,3.0,3.0
4924,X,377,2012-13,3.0,3.0,3.0,3.0,2.0
4925,Q,259,2012-13,2.0,2.0,2.0,3.0,2.0
4926,M,087,2012-13,3.0,2.0,2.0,3.0,3.0
4927,Q,132,2012-13,2.0,2.0,3.0,2.0,2.0
4928,Q,226,2012-13,2.0,2.0,2.0,3.0,2.0
4929,Q,250,2012-13,4.0,3.0,3.0,3.0,3.0
4930,X,178,2012-13,3.0,2.0,3.0,3.0,3.0
4931,K,751,2012-13,2.0,2.0,2.0,3.0,3.0
4932,K,167,2012-13,2.0,2.0,2.0,2.0,2.0
4933,R,003,2012-13,2.0,2.0,3.0,3.0,4.0
4934,R,044,2012-13,2.0,2.0,3.0,3.0,3.0
4935,K,483,2012-13,4.0,3.0,4.0,4.0,4.0
4936,X,505,2012-13,3.0,2.0,3.0,3.0,3.0
4937,M,364,2012-13,3.0,2.0,3.0,3.0,4.0
4938,X,054,2012-13,3.0,2.0,2.0,2.0,3.0
4939,K,596,2012-13,2.0,2.0,2.0,2.0,2.0
4940,Q,273,2012-13,3.0,3.0,3.0,3.0,3.0
4941,M,019,2012-13,3.0,3.0,3.0,4.0,4.0
4942,M,075,2012-13,3.0,3.0,3.0,3.0,3.0
4943,K,126,2012-13,2.0,2.0,2.0,2.0,2.0
4944,K,545,2012-13,2.0,2.0,2.0,3.0,2.0
4945,X,175,2012-13,3.0,3.0,3.0,3.0,3.0
4946,M,015,2012-13,2.0,3.0,3.0,3.0,3.0
4947,K,370,2012-13,3.0,3.0,3.0,3.0,3.0
4948,K,153,2012-13,2.0,2.0,3.0,3.0,3.0
4949,Q,190,2012-13,3.0,3.0,3.0,3.0,3.0
4950,Q,222,2012-13,3.0,3.0,3.0,4.0,3.0
4951,X,107,2012-13,2.0,2.0,2.0,2.0,2.0
4952,K,151,2012-13,2.0,2.0,2.0,3.0,2.0
4953,X,386,2012-13,4.0,3.0,4.0,3.0,3.0
4954,X,342,2012-13,2.0,2.0,2.0,2.0,4.0
4955,M,432,2012-13,3.0,2.0,2.0,3.0,3.0
4956,Q,082,2012-13,3.0,2.0,2.0,4.0,3.0
4957,K,770,2012-13,3.0,2.0,3.0,3.0,3.0
4958,K,301,2012-13,3.0,3.0,3.0,3.0,3.0
4959,Q,032,2012-13,3.0,3.0,3.0,3.0,3.0
4960,K,748,2012-13,3.0,2.0,3.0,3.0,4.0
4961,K,279,2012-13,2.0,2.0,3.0,2.0,3.0
4962,X,047,2012-13,3.0,3.0,3.0,3.0,3.0
4963,Q,035,2012-13,3.0,3.0,3.0,2.0,3.0
4964,X,333,2012-13,4.0,3.0,4.0,3.0,3.0
4965,M,372,2012-13,4.0,3.0,4.0,4.0,3.0
4966,Q,114,2012-13,2.0,2.0,2.0,3.0,2.0
4967,X,326,2012-13,3.0,3.0,3.0,2.0,3.0
4968,K,584,2012-13,2.0,2.0,2.0,2.0,2.0
4969,M,528,2012-13,2.0,2.0,3.0,3.0,2.0
4970,K,721,2012-13,3.0,3.0,3.0,3.0,3.0
4971,X,263,2012-13,3.0,3.0,3.0,3.0,3.0
4972,K,507,2012-13,4.0,3.0,3.0,3.0,3.0
4973,M,519,2012-13,4.0,3.0,4.0,4.0,3.0
4974,K,671,2012-13,2.0,2.0,2.0,4.0,3.0
4975,Q,338,2012-13,2.0,2.0,2.0,2.0,2.0
4976,Q,690,2012-13,2.0,2.0,2.0,3.0,2.0
4977,M,289,2012-13,4.0,4.0,3.0,4.0,3.0
4978,K,677,2012-13,2.0,2.0,3.0,3.0,3.0
4979,Q,147,2012-13,2.0,2.0,2.0,2.0,2.0
4980,Q,460,2012-13,2.0,2.0,2.0,2.0,2.0
4981,K,644,2012-13,3.0,2.0,3.0,4.0,3.0
4982,K,190,2012-13,3.0,3.0,3.0,3.0,3.0
4983,X,138,2012-13,2.0,2.0,2.0,3.0,3.0
4984,R,069,2012-13,3.0,3.0,3.0,3.0,3.0
4985,K,273,2012-13,3.0,2.0,3.0,3.0,3.0
4986,X,068,2012-13,2.0,2.0,2.0,3.0,3.0
4987,M,318,2012-13,2.0,2.0,3.0,4.0,3.0
4988,R,016,2012-13,2.0,2.0,3.0,3.0,3.0
4989,K,209,2012-13,3.0,2.0,3.0,3.0,3.0
4990,K,522,2012-13,3.0,3.0,3.0,4.0,3.0
4991,M,242,2012-13,2.0,2.0,2.0,2.0,3.0
4992,M,079,2012-13,4.0,2.0,3.0,3.0,3.0
4993,K,297,2012-13,2.0,2.0,2.0,2.0,2.0
4994,X,363,2012-13,3.0,2.0,3.0,3.0,2.0
4995,K,381,2012-13,3.0,3.0,2.0,2.0,3.0
4996,K,753,2012-13,4.0,3.0,3.0,4.0,4.0
4997,X,344,2012-13,3.0,3.0,3.0,3.0,2.0
4998,M,378,2012-13,4.0,3.0,4.0,4.0,3.0
4999,Q,303,2012-13,4.0,4.0,4.0,3.0,4.0
5000,K,180,2012-13,4.0,3.0,4.0,4.0,4.0
5001,Q,055,2012-13,3.0,3.0,3.0,3.0,4.0
5002,K,114,2012-13,2.0,2.0,3.0,3.0,3.0
5003,K,347,2012-13,3.0,2.0,2.0,3.0,3.0
5004,Q,151,2012-13,2.0,2.0,2.0,3.0,3.0
5005,M,366,2012-13,3.0,3.0,3.0,3.0,3.0
5006,Q,210,2012-13,3.0,3.0,3.0,3.0,3.0
5007,K,161,2012-13,2.0,2.0,2.0,2.0,2.0
5008,X,339,2012-13,3.0,2.0,3.0,3.0,3.0
5009,Q,305,2012-13,3.0,3.0,3.0,3.0,3.0
5010,X,446,2012-13,2.0,2.0,2.0,2.0,3.0
5011,K,348,2012-13,2.0,2.0,2.0,3.0,3.0
5012,K,221,2012-13,2.0,2.0,2.0,3.0,2.0
5013,K,057,2012-13,4.0,3.0,3.0,3.0,3.0
5014,M,427,2012-13,2.0,2.0,2.0,2.0,3.0
5015,X,132,2012-13,2.0,2.0,3.0,2.0,2.0
5016,M,452,2012-13,3.0,3.0,3.0,3.0,4.0
5017,Q,117,2012-13,4.0,4.0,4.0,3.0,4.0
5018,K,682,2012-13,2.0,3.0,2.0,4.0,3.0
5019,K,202,2012-13,3.0,2.0,2.0,3.0,2.0
5020,Q,896,2012-13,1.0,1.0,1.0,1.0,2.0
5021,X,412,2012-13,2.0,2.0,2.0,2.0,2.0
5022,M,256,2012-13,2.0,2.0,2.0,2.0,2.0
5023,K,277,2012-13,3.0,4.0,4.0,4.0,4.0
5024,X,265,2012-13,3.0,2.0,3.0,3.0,3.0
5025,Q,004,2012-13,3.0,4.0,3.0,4.0,4.0
5026,K,410,2012-13,3.0,2.0,3.0,3.0,4.0
5027,K,547,2012-13,4.0,3.0,3.0,3.0,3.0
5028,Q,327,2012-13,3.0,2.0,3.0,3.0,3.0
5029,M,540,2012-13,2.0,2.0,2.0,3.0,3.0
5030,Q,025,2012-13,2.0,2.0,2.0,2.0,2.0
5031,X,600,2012-13,2.0,1.0,2.0,2.0,2.0
5032,R,045,2012-13,3.0,2.0,4.0,4.0,3.0
5033,M,005,2012-13,3.0,3.0,3.0,3.0,3.0
5034,Q,059,2012-13,2.0,2.0,2.0,2.0,2.0
5035,R,006,2012-13,4.0,3.0,3.0,3.0,3.0
5036,Q,051,2012-13,4.0,4.0,4.0,4.0,3.0
5037,K,340,2012-13,2.0,2.0,2.0,2.0,3.0
5038,M,544,2012-13,2.0,2.0,2.0,2.0,2.0
5039,X,089,2012-13,3.0,2.0,3.0,3.0,3.0
5040,Q,328,2012-13,3.0,3.0,3.0,3.0,3.0
5041,X,094,2012-13,3.0,2.0,2.0,2.0,3.0
5042,Q,085,2012-13,3.0,2.0,2.0,3.0,3.0
5043,X,424,2012-13,1.0,1.0,2.0,2.0,2.0
5044,Q,183,2012-13,3.0,3.0,3.0,3.0,3.0
5045,X,044,2012-13,2.0,2.0,2.0,3.0,3.0
5046,X,161,2012-13,2.0,2.0,3.0,2.0,2.0
5047,X,045,2012-13,2.0,2.0,2.0,2.0,3.0
5048,X,303,2012-13,3.0,2.0,3.0,3.0,3.0
5049,M,197,2012-13,2.0,1.0,2.0,2.0,2.0
5050,M,520,2012-13,2.0,2.0,2.0,2.0,2.0
5051,K,697,2012-13,2.0,2.0,2.0,2.0,3.0
5052,X,163,2012-13,2.0,2.0,2.0,2.0,2.0
5053,Q,050,2012-13,4.0,2.0,2.0,4.0,4.0
5054,K,629,2012-13,2.0,2.0,2.0,2.0,2.0
5055,M,448,2012-13,3.0,3.0,3.0,3.0,3.0
5056,K,091,2012-13,2.0,2.0,2.0,2.0,3.0
5057,K,408,2012-13,3.0,2.0,2.0,3.0,2.0
5058,K,533,2012-13,2.0,2.0,2.0,2.0,2.0
5059,X,300,2012-13,2.0,2.0,2.0,2.0,2.0
5060,K,127,2012-13,2.0,3.0,2.0,4.0,3.0
5061,R,061,2012-13,3.0,2.0,3.0,3.0,4.0
5062,Q,042,2012-13,2.0,2.0,2.0,2.0,2.0
5063,X,111,2012-13,3.0,2.0,2.0,2.0,3.0
5064,M,110,2012-13,3.0,2.0,2.0,3.0,3.0
5065,X,092,2012-13,2.0,2.0,2.0,2.0,2.0
5066,X,352,2012-13,3.0,3.0,3.0,4.0,3.0
5067,K,477,2012-13,2.0,2.0,2.0,2.0,3.0
5068,K,528,2012-13,3.0,3.0,3.0,3.0,3.0
5069,X,268,2012-13,2.0,2.0,2.0,3.0,3.0
5070,Q,088,2012-13,2.0,2.0,3.0,2.0,2.0
5071,Q,324,2012-13,3.0,4.0,3.0,3.0,3.0
5072,K,036,2012-13,3.0,4.0,3.0,4.0,2.0
5073,M,125,2012-13,2.0,2.0,2.0,2.0,2.0
5074,K,311,2012-13,2.0,2.0,1.0,2.0,1.0
5075,Q,325,2012-13,3.0,3.0,2.0,3.0,3.0
5076,Q,009,2012-13,3.0,3.0,2.0,3.0,2.0
5077,K,139,2012-13,2.0,3.0,3.0,3.0,3.0
5078,Q,033,2012-13,2.0,2.0,2.0,3.0,2.0
5079,K,059,2012-13,2.0,2.0,2.0,2.0,2.0
5080,M,367,2012-13,2.0,2.0,2.0,3.0,3.0
5081,Q,040,2012-13,2.0,2.0,3.0,4.0,4.0
5082,M,415,2012-13,2.0,2.0,2.0,3.0,2.0
5083,Q,002,2012-13,3.0,3.0,3.0,4.0,3.0
5084,X,226,2012-13,3.0,2.0,3.0,3.0,3.0
5085,K,095,2012-13,3.0,3.0,2.0,3.0,3.0
5086,M,586,2012-13,3.0,2.0,2.0,3.0,3.0
5087,K,291,2012-13,2.0,2.0,2.0,2.0,2.0
5088,K,327,2012-13,2.0,2.0,3.0,3.0,3.0
5089,K,184,2012-13,2.0,2.0,2.0,2.0,3.0
5090,Q,116,2012-13,3.0,3.0,3.0,4.0,3.0
5091,K,454,2012-13,2.0,2.0,3.0,3.0,3.0
5092,K,220,2012-13,3.0,3.0,2.0,4.0,3.0
5093,X,029,2012-13,3.0,3.0,4.0,4.0,4.0
5094,X,157,2012-13,3.0,3.0,3.0,2.0,3.0
5095,M,149,2012-13,2.0,2.0,1.0,2.0,2.0
5096,K,067,2012-13,2.0,3.0,3.0,3.0,3.0
5097,X,278,2012-13,1.0,2.0,1.0,2.0,2.0
5098,Q,197,2012-13,2.0,2.0,2.0,3.0,3.0
5099,Q,167,2012-13,4.0,3.0,3.0,4.0,4.0
5100,K,605,2012-13,3.0,3.0,3.0,3.0,3.0
5101,X,520,2012-13,2.0,2.0,2.0,3.0,2.0
5102,M,670,2012-13,2.0,2.0,3.0,3.0,3.0
5103,R,024,2012-13,3.0,2.0,3.0,3.0,2.0
5104,X,221,2012-13,3.0,3.0,3.0,4.0,3.0
5105,Q,993,2012-13,4.0,3.0,4.0,4.0,3.0
5106,R,074,2012-13,3.0,2.0,3.0,3.0,3.0
5107,X,325,2012-13,3.0,2.0,2.0,3.0,3.0
5108,K,264,2012-13,4.0,4.0,2.0,3.0,4.0
5109,X,189,2012-13,3.0,2.0,3.0,3.0,3.0
5110,K,092,2012-13,2.0,2.0,2.0,2.0,2.0
5111,Q,182,2012-13,3.0,2.0,2.0,3.0,4.0
5112,X,195,2012-13,2.0,2.0,2.0,2.0,2.0
5113,X,272,2012-13,2.0,2.0,2.0,3.0,3.0
5114,Q,307,2012-13,3.0,3.0,2.0,3.0,3.0
5115,X,318,2012-13,3.0,3.0,3.0,3.0,3.0
5116,K,016,2012-13,2.0,2.0,3.0,4.0,3.0
5117,K,224,2012-13,3.0,2.0,3.0,3.0,2.0
5118,Q,165,2012-13,3.0,3.0,3.0,3.0,4.0
5119,K,150,2012-13,2.0,2.0,3.0,3.0,3.0
5120,M,292,2012-13,3.0,2.0,3.0,3.0,3.0
5121,X,236,2012-13,2.0,2.0,2.0,3.0,3.0
5122,Q,037,2012-13,3.0,3.0,3.0,3.0,4.0
5123,K,691,2012-13,3.0,3.0,3.0,3.0,3.0
5124,K,269,2012-13,2.0,3.0,3.0,2.0,3.0
5125,M,234,2012-13,4.0,4.0,3.0,4.0,4.0
5126,K,147,2012-13,3.0,3.0,4.0,3.0,4.0
5127,R,039,2012-13,3.0,2.0,3.0,3.0,3.0
5128,X,250,2012-13,3.0,3.0,2.0,4.0,3.0
5129,K,489,2012-13,3.0,3.0,3.0,3.0,3.0
5130,K,368,2012-13,4.0,3.0,4.0,4.0,3.0
5131,M,407,2012-13,4.0,4.0,4.0,4.0,4.0
5132,X,225,2012-13,3.0,2.0,3.0,3.0,3.0
5133,X,298,2012-13,2.0,2.0,3.0,3.0,3.0
5134,M,064,2012-13,2.0,3.0,3.0,3.0,3.0
5135,Q,072,2012-13,2.0,2.0,3.0,3.0,2.0
5136,X,396,2012-13,3.0,3.0,3.0,3.0,3.0
5137,K,581,2012-13,3.0,2.0,3.0,4.0,3.0
5138,Q,752,2012-13,3.0,3.0,3.0,2.0,3.0
5139,K,811,2012-13,3.0,3.0,3.0,4.0,2.0
5140,K,306,2012-13,2.0,2.0,2.0,2.0,2.0
5141,K,003,2012-13,2.0,2.0,2.0,3.0,3.0
5142,X,207,2012-13,3.0,3.0,3.0,3.0,3.0
5143,K,588,2012-13,3.0,2.0,2.0,2.0,4.0
5144,K,061,2012-13,2.0,2.0,2.0,2.0,2.0
5145,Q,290,2012-13,4.0,4.0,4.0,4.0,4.0
5146,Q,149,2012-13,3.0,3.0,3.0,4.0,4.0
5147,M,191,2012-13,3.0,3.0,3.0,3.0,3.0
5148,Q,260,2012-13,2.0,2.0,3.0,3.0,3.0
5149,K,289,2012-13,3.0,2.0,3.0,3.0,3.0
5150,X,103,2012-13,2.0,2.0,3.0,3.0,3.0
5151,Q,560,2012-13,2.0,2.0,2.0,3.0,2.0
5152,X,452,2012-13,2.0,2.0,1.0,2.0,2.0
5153,K,236,2012-13,2.0,2.0,2.0,3.0,3.0
5154,Q,181,2012-13,2.0,2.0,2.0,3.0,2.0
5155,K,492,2012-13,4.0,4.0,3.0,4.0,4.0
5156,K,527,2012-13,3.0,3.0,3.0,3.0,3.0
5157,M,499,2012-13,3.0,3.0,3.0,4.0,3.0
5158,M,194,2012-13,2.0,2.0,2.0,2.0,2.0
5159,X,324,2012-13,3.0,2.0,3.0,3.0,3.0
5160,X,021,2012-13,2.0,2.0,3.0,2.0,2.0
5161,K,013,2012-13,2.0,2.0,2.0,2.0,3.0
5162,X,186,2012-13,3.0,3.0,3.0,3.0,2.0
5163,X,062,2012-13,3.0,2.0,3.0,3.0,3.0
5164,R,052,2012-13,2.0,2.0,3.0,2.0,3.0
5165,X,125,2012-13,2.0,2.0,2.0,2.0,2.0
5166,X,369,2012-13,2.0,2.0,2.0,2.0,3.0
5167,X,117,2012-13,3.0,2.0,2.0,3.0,4.0
5168,M,305,2012-13,3.0,3.0,3.0,3.0,3.0
5169,K,572,2012-13,3.0,3.0,4.0,3.0,4.0
5170,R,054,2012-13,3.0,2.0,3.0,3.0,3.0
5171,K,223,2012-13,3.0,3.0,2.0,3.0,3.0
5172,M,374,2012-13,2.0,2.0,2.0,2.0,2.0
5173,K,309,2012-13,2.0,2.0,2.0,2.0,2.0
5174,M,304,2012-13,2.0,2.0,2.0,3.0,3.0
5175,X,006,2012-13,2.0,2.0,2.0,3.0,3.0
5176,K,464,2012-13,3.0,3.0,3.0,3.0,3.0
5177,K,158,2012-13,3.0,3.0,3.0,3.0,3.0
5178,K,216,2012-13,4.0,3.0,3.0,3.0,3.0
5179,M,217,2012-13,3.0,3.0,3.0,3.0,3.0
5180,Q,053,2012-13,3.0,2.0,3.0,3.0,3.0
5181,Q,721,2012-13,4.0,4.0,4.0,3.0,4.0
5182,K,633,2012-13,4.0,3.0,3.0,4.0,4.0
5183,K,600,2012-13,2.0,2.0,2.0,3.0,2.0
5184,X,438,2012-13,2.0,2.0,3.0,2.0,2.0
5185,K,639,2012-13,3.0,3.0,3.0,3.0,3.0
5186,Q,566,2012-13,4.0,3.0,4.0,4.0,3.0
5187,Q,450,2012-13,3.0,2.0,3.0,3.0,3.0
5188,Q,296,2012-13,2.0,2.0,3.0,2.0,3.0
5189,M,409,2012-13,2.0,2.0,3.0,3.0,3.0
5190,X,237,2012-13,3.0,2.0,3.0,3.0,3.0
5191,X,418,2012-13,2.0,2.0,2.0,2.0,2.0
5192,K,369,2012-13,4.0,3.0,2.0,3.0,4.0
5193,X,754,2012-13,4.0,3.0,4.0,4.0,3.0
5194,X,073,2012-13,2.0,2.0,2.0,2.0,2.0
5195,K,041,2012-13,2.0,2.0,2.0,2.0,3.0
5196,K,627,2012-13,3.0,3.0,3.0,3.0,3.0
5197,Q,224,2012-13,4.0,4.0,3.0,4.0,4.0
5198,X,070,2012-13,2.0,2.0,3.0,3.0,3.0
5199,X,108,2012-13,4.0,4.0,4.0,4.0,4.0
5200,K,310,2012-13,4.0,3.0,2.0,3.0,2.0
5201,K,179,2012-13,4.0,3.0,3.0,3.0,3.0
5202,M,825,2012-13,3.0,2.0,2.0,3.0,2.0
5203,K,233,2012-13,3.0,2.0,2.0,3.0,3.0
5204,X,332,2012-13,2.0,2.0,2.0,3.0,3.0
5205,M,419,2012-13,3.0,2.0,3.0,3.0,3.0
5206,M,102,2012-13,3.0,3.0,3.0,3.0,3.0
5207,Q,017,2012-13,3.0,2.0,2.0,3.0,3.0
5208,M,137,2012-13,2.0,3.0,3.0,3.0,3.0
5209,X,341,2012-13,4.0,4.0,4.0,3.0,4.0
5210,X,313,2012-13,2.0,2.0,2.0,1.0,1.0
5211,Q,143,2012-13,2.0,2.0,2.0,2.0,2.0
5212,R,036,2012-13,3.0,2.0,3.0,3.0,3.0
5213,M,680,2012-13,3.0,2.0,3.0,3.0,3.0
5214,X,370,2012-13,2.0,2.0,2.0,2.0,2.0
5215,K,171,2012-13,2.0,2.0,2.0,2.0,2.0
5216,Q,492,2012-13,3.0,3.0,3.0,3.0,3.0
5217,X,463,2012-13,2.0,2.0,2.0,2.0,3.0
5218,Q,333,2012-13,2.0,2.0,3.0,4.0,3.0
5219,X,241,2012-13,4.0,3.0,4.0,4.0,4.0
5220,M,241,2012-13,2.0,2.0,2.0,2.0,2.0
5221,X,118,2012-13,4.0,3.0,3.0,3.0,3.0
5222,K,510,2009-10,3.0,3.0,3.0,4.0,4.0
5223,X,012,2012-13,3.0,3.0,3.0,3.0,3.0
5224,X,251,2012-13,3.0,2.0,3.0,3.0,3.0
5225,X,371,2012-13,3.0,4.0,4.0,4.0,4.0
5226,K,084,2012-13,3.0,2.0,2.0,3.0,3.0
5227,X,517,2012-13,2.0,2.0,3.0,4.0,3.0
5228,Q,118,2012-13,2.0,2.0,2.0,2.0,2.0
5229,M,094,2012-13,3.0,3.0,2.0,4.0,3.0
5230,Q,686,2012-13,3.0,3.0,4.0,4.0,3.0
5231,K,284,2012-13,2.0,2.0,2.0,3.0,3.0
5232,K,243,2012-13,2.0,2.0,2.0,2.0,2.0
5233,M,224,2012-13,3.0,2.0,3.0,3.0,3.0
5234,X,375,2012-13,3.0,3.0,3.0,3.0,3.0
5235,X,366,2012-13,3.0,2.0,4.0,3.0,3.0
5236,X,289,2012-13,3.0,3.0,3.0,3.0,3.0
5237,M,226,2012-13,3.0,2.0,3.0,4.0,3.0
5238,X,219,2012-13,2.0,2.0,3.0,3.0,3.0
5239,X,440,2012-13,2.0,1.0,2.0,2.0,2.0
5240,K,646,2012-13,2.0,2.0,3.0,3.0,3.0
5241,R,080,2012-13,4.0,3.0,4.0,4.0,4.0
5242,X,306,2012-13,2.0,2.0,2.0,3.0,3.0
5243,Q,480,2012-13,2.0,2.0,3.0,2.0,3.0
5244,Q,435,2012-13,2.0,2.0,2.0,2.0,2.0
5245,Q,194,2012-13,3.0,2.0,2.0,2.0,2.0
5246,K,583,2012-13,3.0,3.0,3.0,3.0,3.0
5247,M,497,2012-13,3.0,3.0,3.0,3.0,3.0
5248,Q,054,2012-13,3.0,2.0,3.0,2.0,3.0
5249,Q,330,2012-13,3.0,2.0,2.0,3.0,3.0
5250,K,462,2012-13,3.0,3.0,3.0,3.0,3.0
5251,K,534,2012-13,2.0,2.0,2.0,3.0,3.0
5252,K,398,2012-13,2.0,2.0,2.0,2.0,2.0
5253,K,488,2012-13,3.0,2.0,3.0,3.0,4.0
5254,K,014,2012-13,4.0,4.0,3.0,3.0,4.0
5255,M,154,2012-13,2.0,2.0,2.0,2.0,2.0
5256,K,090,2012-13,3.0,2.0,2.0,3.0,3.0
5257,M,363,2012-13,2.0,3.0,3.0,3.0,2.0
5258,K,642,2012-13,3.0,3.0,2.0,3.0,3.0
5259,K,066,2012-13,3.0,2.0,3.0,3.0,3.0
5260,X,277,2012-13,2.0,3.0,3.0,3.0,3.0
5261,X,001,2012-13,2.0,2.0,3.0,3.0,3.0
5262,X,480,2012-13,2.0,2.0,2.0,3.0,3.0
5263,M,751,2012-13,4.0,4.0,4.0,3.0,4.0
5264,X,168,2012-13,3.0,3.0,2.0,2.0,4.0
5265,Q,109,2012-13,3.0,3.0,3.0,3.0,3.0
5266,K,319,2012-13,3.0,3.0,3.0,3.0,3.0
5267,X,365,2012-13,4.0,3.0,4.0,4.0,3.0
5268,Q,400,2012-13,2.0,2.0,2.0,2.0,3.0
5269,X,228,2012-13,3.0,3.0,3.0,3.0,3.0
5270,K,383,2012-13,2.0,2.0,3.0,3.0,3.0
5271,X,101,2012-13,2.0,3.0,3.0,3.0,3.0
5272,K,298,2012-13,2.0,2.0,2.0,3.0,3.0
5273,R,002,2012-13,2.0,2.0,2.0,3.0,3.0
5274,X,276,2012-13,3.0,3.0,3.0,3.0,3.0
5275,R,721,2012-13,4.0,3.0,3.0,3.0,3.0
5276,X,811,2012-13,4.0,2.0,4.0,4.0,3.0
5277,X,126,2012-13,2.0,2.0,3.0,2.0,3.0
5278,X,405,2012-13,2.0,2.0,3.0,3.0,3.0
5279,Q,425,2012-13,3.0,3.0,3.0,3.0,3.0
5280,M,166,2012-13,3.0,3.0,3.0,3.0,3.0
5281,Q,047,2012-13,4.0,4.0,3.0,4.0,4.0
5282,K,484,2012-13,2.0,2.0,2.0,2.0,2.0
5283,Q,043,2012-13,3.0,2.0,3.0,3.0,3.0
5284,K,071,2012-13,2.0,2.0,2.0,3.0,3.0
5285,X,058,2012-13,2.0,2.0,2.0,1.0,2.0
5286,Q,227,2012-13,4.0,4.0,3.0,4.0,4.0
5287,X,383,2012-13,2.0,2.0,3.0,3.0,3.0
5288,K,540,2012-13,3.0,2.0,2.0,3.0,2.0
5289,X,049,2012-13,2.0,2.0,2.0,2.0,2.0
5290,K,330,2012-13,2.0,2.0,2.0,2.0,2.0
5291,K,078,2012-13,3.0,3.0,2.0,3.0,3.0
5292,K,455,2012-13,2.0,2.0,2.0,3.0,2.0
5293,K,135,2012-13,3.0,2.0,3.0,3.0,3.0
5294,X,462,2012-13,3.0,3.0,3.0,3.0,3.0
5295,M,381,2012-13,3.0,2.0,3.0,3.0,3.0
5296,X,253,2012-13,3.0,3.0,3.0,3.0,3.0
5297,K,659,2012-13,2.0,2.0,2.0,3.0,3.0
5298,X,432,2012-13,3.0,2.0,4.0,3.0,3.0
5299,K,586,2012-13,3.0,2.0,2.0,3.0,3.0
5300,Q,253,2012-13,3.0,2.0,3.0,3.0,3.0
5301,K,165,2012-13,2.0,2.0,3.0,3.0,3.0
5302,Q,008,2012-13,2.0,2.0,2.0,2.0,2.0
5303,M,132,2012-13,2.0,2.0,2.0,2.0,2.0
5304,K,140,2012-13,2.0,2.0,2.0,3.0,3.0
5305,Q,156,2012-13,3.0,2.0,3.0,2.0,3.0
5306,K,322,2012-13,2.0,2.0,2.0,2.0,2.0
5307,K,349,2012-13,2.0,2.0,2.0,2.0,2.0
5308,X,036,2013-14,3.0,3.0,3.0,3.0,3.0
5309,M,152,2013-14,3.0,3.0,3.0,3.0,3.0
5310,M,004,2013-14,3.0,2.0,3.0,3.0,3.0
5311,Q,238,2013-14,3.0,3.0,3.0,3.0,3.0
